,Unnamed: 0,freq,term,label
78,78,5,apostles,n
79,79,11,archie_shepp,musicians
80,80,5,archies,n
81,81,32,archive,n
82,82,42,area,n
83,83,22,aretha_franklin,musicians
84,84,9,arie,n
85,85,29,arkansas,n
86,86,20,arlo_guthrie,musicians
87,87,19,armed,n
88,88,14,arno,n
89,89,12,arnold,n
90,90,7,arpeggio,genres
91,91,5,arran,n
92,92,319,arrange,n
93,93,13,arranger,n
94,94,7,arrested_development,musicians
95,95,8,art_blakey,musicians
96,96,5,art_farmer,musicians
97,97,6,art_garfunkel,musicians
98,98,5,art_song,genres
99,99,11,art_tatum,musicians
100,100,24,arthur,n
101,101,29,articles,n
102,102,9,artistic_direction,n
103,103,14,asaki,n
104,104,10,ascap,n
105,105,8,asch,n
106,106,6,asheville,n
107,107,23,ashley,n
108,108,104,asia,n
109,109,623,assi,n
110,110,9,assignment,n
111,111,14,assistant,n
112,112,6,atticus,n
113,113,5,aujourd'hui,n
114,114,9,australian_band,musicians
115,115,5,australian_rock_band,musicians
116,116,8,australian_singer,musicians
117,117,157,austria,n
118,118,7,azerrad,n
119,119,7,babes,n
120,120,5,back-up,n
121,121,5,background_singer,musicians
122,122,39,backing_band,musicians
123,123,7,backing_group,n
124,124,6,backing_musicians,musicians
125,125,14,backing_vocalist,musicians
126,126,11,backing_vocalists,musicians
127,127,18,backing_vocals,instruments
128,128,6,backup_band,musicians
129,129,10,backup_singer,musicians
130,130,11,backup_singers,musicians
131,131,9,bad_seeds,n
132,132,5,bakersfield,n
133,133,13,ballets,performances
134,134,5,band's_musical_direction,n
135,135,129,band_consist,n
136,136,8,band_d,n
137,137,7,band_lineup,n
138,138,5,band_website,n
139,139,20,bangladesh,n
140,140,11,bangles,n
141,141,5,banjo_player,musicians
142,142,11,barbara,n
143,143,8,bard,n
144,144,13,barnes,n
145,145,16,baron,n
146,146,5,baroque_violin,instruments
147,147,6,basie,n
148,148,7,bass-player,musicians
149,149,9,bass_duties,n
150,150,21,bass_players,musicians
151,151,9,bass_singer,musicians
152,152,7,bassist_paul,musicians
153,153,8,bassists,musicians
154,154,12,baton_rouge,n
155,155,5,battlefield_band,musicians
156,156,9,bavaria,n
157,157,5,beach_boy,musicians
158,158,253,beatles,musicians
159,159,14,beggar's_opera,performances
160,160,5,bel_air,n
161,161,15,belarus,n
162,162,17,belgian,n
163,163,15,belle,n
164,164,9,bellini,n
165,165,9,ben_harper,musicians
166,166,17,benny_goodman,musicians
167,167,20,bergen,n
168,168,10,berger,n
169,169,6,bergman,n
170,170,10,berklee,n
171,171,35,berklee_college,n
172,172,10,bern,n
173,173,12,bert_jansch,musicians
174,174,13,bert_kaempfert,musicians
175,175,6,beth,n
176,176,415,bette,n
177,177,59,bibliograph,n
178,178,6,bikini_kill,musicians
179,179,5,bill_champlin,musicians
180,180,8,bill_evans,musicians
181,181,6,bill_haley,musicians
182,182,7,bill_laswell,musicians
183,183,8,bill_wyman,musicians
184,184,27,billy_bragg,musicians
185,185,8,billy_cobham,musicians
186,186,11,billy_idol,musicians
187,187,9,billy_joel,musicians
188,188,6,biographies,n
189,189,73,birmingham,n
190,190,7,bix_beiderbecke,musicians
191,191,14,blake,n
192,192,7,blind_faith,albums
193,193,5,blind_illusion,musicians
194,194,10,bloomfield,n
195,195,13,bloomington,n
196,196,6,blue_flames,albums
197,197,12,blue_note,n
198,198,6,blue_note_records,n
199,199,6,bluegrass_band,musicians
200,200,6,blues_festival,performances
201,201,5,blues_guitarist,musicians
202,202,7,blues_rock_band,musicians
203,203,48,bo_diddley,musicians
204,204,374,boar,n
205,205,7,boarding_school,n
206,206,83,bob_dylan,musicians
207,207,11,bob_james,musicians
208,208,61,bobby,n
209,209,11,bobby_hackett,musicians
210,210,8,boda,n
211,211,8,bolton,n
212,212,6,bombarde,n
213,213,8,bombay,n
214,214,9,bonnie,n
215,215,13,bonnie_raitt,musicians
216,216,33,books,n
217,217,321,born,n
218,218,175,boston,n
219,219,9,boston_symphony_orchestra,musicians
220,220,8,boulez,n
221,221,6,bounty,n
222,222,9,boxer,n
223,223,8,brad,n
224,224,5,brad_paisley,musicians
225,225,6,brand_new_heavies,n
226,226,16,brass_band,musicians
227,227,6,bratislava,n
228,228,8,bremen,n
229,229,7,brett,n
230,230,11,brief_stint,n
231,231,5,british_artist,musicians
232,232,6,british_audiences,n
233,233,26,british_columbia,n
234,234,7,british_composer,musicians
235,235,7,british_india,n
236,236,7,british_musician,musicians
237,237,5,british_musicians,musicians
238,238,12,british_rock_band,musicians
239,239,8,broadcaster,n
240,240,14,bromley,n
241,241,23,bronx,n
242,242,16,brooks,n
243,243,5,brownie_mcghee,musicians
244,244,13,brownies,n
245,245,6,bruce_cockburn,musicians
246,246,9,bruce_johnston,musicians
247,247,32,bruce_springsteen,musicians
248,248,7,bruno,n
249,249,17,bryan,n
250,250,14,bryan_adams,musicians
251,251,9,bryan_ferry,musicians
252,252,18,bucharest,n
253,253,8,bud_powell,musicians
254,254,36,budapest,n
255,255,27,buddy_guy,musicians
256,256,13,buddy_holly,musicians
257,257,6,buddy_miles,musicians
258,258,35,buffalo,n
259,259,7,burl_ives,musicians
260,260,5,burnett,n
261,261,17,burns,n
262,262,16,busking,performances
263,263,6,buzzcocks,musicians
264,264,17,byron,n
265,265,6,cactus,n
266,266,6,caetano_veloso,musicians
267,267,9,calcutta,n
268,268,5,cale,n
269,269,6,calhoun,n
270,270,9,cali,n
271,271,550,california,n
272,272,5,california_institute,n
273,273,6,california_state_university,n
274,274,12,cambodia,n
275,275,6,camille_saint-saens,musicians
276,276,15,campbell,n
277,277,7,canadian_musician,musicians
278,278,11,canadian_rock_band,musicians
279,279,6,canadian_singer,musicians
280,280,13,cannibal,n
281,281,11,canterbury,n
282,282,7,canz,n
283,283,7,caracas,n
284,284,73,career,n
285,285,8,career_playing,n
286,286,37,careers,n
287,287,34,carl,n
288,288,7,carl_perkins,musicians
289,289,7,carl_wilson,musicians
290,290,5,carla_bley,musicians
291,291,23,carlos,n
292,292,12,carlos_chavez,musicians
293,293,26,carlos_santana,musicians
294,294,23,carr,n
295,295,5,carreer,n
296,296,5,casio_keyboard,instruments
297,297,10,catalonia,n
298,298,7,catfish,n
299,299,5,cathy,n
300,300,13,cavalier,n
301,301,6,cecil_taylor,musicians
302,302,23,celebrities,n
303,303,28,cellist,musicians
304,304,1392,cent,n
305,305,13,centre,n
306,306,8,chad,n
307,307,15,chamber,n
308,308,9,chamber_music,genres
309,309,12,chance_meeting,n
310,310,16,changes,n
311,311,7,chapel_hill,n
312,312,53,charles,n
313,313,7,charles_lloyd,musicians
314,314,5,charles_mingus,musicians
315,315,8,charlie_christian,musicians
316,316,21,charlie_parker,musicians
317,317,9,chelsea,n
318,318,8,chet,n
319,319,8,chet_atkins,musicians
320,320,286,chicago,n
321,321,19,chick_corea,genres
322,322,14,chieftains,n
323,323,15,childhood_friend,n
324,324,41,chile,n
325,325,5,chloe,n
326,326,11,chopin,musicians
327,327,9,chris_cutler,musicians
328,328,5,chris_smith,n
329,329,5,christ_church,n
330,330,5,christian_rock,genres
331,331,8,christina,n
332,332,5,christine,n
333,333,9,christoph,n
334,334,7,christophe,n
335,335,22,chuck_berry,musicians
336,336,5,chuck_schuldiner,musicians
337,337,31,cincinnati,n
338,338,5,cinema,performances
339,339,5,claire,n
340,340,18,clap,n
341,341,17,clarence,n
342,342,11,clarinetist,musicians
343,343,5,clarinettist,musicians
344,344,7,classical_musicians,musicians
345,345,13,classics,n
346,346,11,classmate,n
347,347,5,claudia,n
348,348,5,cleveland_orchestra,musicians
349,349,8,clifford,n
350,350,23,close_friends,n
351,351,8,club_circuit,performances
352,352,16,co-writer,n
353,353,5,co-writers,n
354,354,5,co-writes,n
355,355,7,cody,n
356,356,5,cody_dickinson,musicians
357,357,18,cohen,n
358,358,10,coincidence,n
359,359,19,coldplay,musicians
360,360,7,coldstream_guards,n
361,361,9,coleman_hawkins,musicians
362,362,13,colin,n
363,363,324,collaborate,n
364,364,70,collaboratin,n
365,365,48,collaborator,n
366,366,34,colleague,n
367,367,37,cologne,n
368,368,7,columbia_masterworks,n
369,369,22,columbus,n
370,370,11,combat,n
371,371,10,common_ground,n
372,372,5,commune,n
373,373,21,complication,n
374,374,30,composed_music,n
375,375,23,composer,n
376,376,36,composers,musicians
377,377,39,composes,n
378,378,5,concert_dates,performances
379,379,6,concert_hall,performances
380,380,22,concerto,performances
381,381,5,conscience,n
382,382,5,contemporary_composer,musicians
383,383,34,cook,n
384,384,5,cool_kids,albums
385,385,5,cope,n
386,386,22,core_member,n
387,387,8,count_basie,musicians
388,388,8,counting_crows,musicians
389,389,8,countless_others,n
390,390,7,country_singer,musicians
391,391,184,courage,n
392,392,45,cousin,n
393,393,16,cover_band,musicians
394,394,18,cover_songs,albums
395,395,5,cozy_powell,musicians
396,396,13,craig,n
397,397,54,creative,n
398,398,8,credit,n
399,399,5,creedence_clearwater_revival,musicians
400,400,6,croydon,n
401,401,6,crust,n
402,402,6,cruz,n
403,403,5,cultural_revolution,n
404,404,39,current_lineup,n
405,405,41,cutler,n
406,406,16,czech,n
407,407,5,czech_composer,musicians
408,408,61,czech_rep,n
409,409,9,czechoslovakia,n
410,410,5,da_capo_press,n
411,411,29,daddy,n
412,412,8,dakar,n
413,413,11,damo_suzuki,musicians
414,414,15,danish,n
415,415,8,danish_band,musicians
416,416,6,danish_singer,musicians
417,417,6,darius_milhaud,musicians
418,418,12,darmstadt,n
419,419,12,daughter,n
420,420,107,dave,n
421,421,5,dave_brubeck,musicians
422,422,5,dave_curtis,musicians
423,423,9,dave_holland,musicians
424,424,8,dave_mason,musicians
425,425,12,dave_matthews_band,musicians
426,426,5,dave_murray,musicians
427,427,163,davi,n
428,428,6,david_bromberg,musicians
429,429,16,david_byrne,musicians
430,430,11,david_crosby,musicians
431,431,5,david_lee,n
432,432,23,davies,n
433,433,59,davis,n
434,434,5,dead_meadow,musicians
435,435,7,dead_texan,musicians
436,436,8,dean,n
437,437,9,death_cab,n
438,438,10,deathcore_band,musicians
439,439,6,deborah,n
440,440,17,debussy,n
441,441,10,declaration,n
442,442,12,deejay,n
443,443,17,dennis,n
444,444,13,derek,n
445,445,8,derek_trucks_band,musicians
446,446,120,detroit,n
447,447,7,deutsche_grammophon,n
448,448,14,diana_ross,musicians
449,449,5,dictionary,n
450,450,5,diego,n
451,451,13,difranco,n
452,452,12,dionne_warwick,musicians
453,453,247,directo,n
454,454,7,disappear,n
455,455,119,discograph,n
456,456,19,disease,n
457,457,7,dismay,n
458,458,5,disney_film,n
459,459,22,dissolution,n
460,460,5,diverse_array,n
461,461,26,dizzy_gillespie,musicians
462,462,6,django_reinhardt,musicians
463,463,6,doc_watson,musicians
464,464,69,doctor,n
465,465,7,don_cherry,musicians
466,466,22,donovan,musicians
467,467,7,doobie_brothers,musicians
468,468,6,dortmund,n
469,469,9,douglas,n
470,470,5,doujin_music_circle,n
471,471,30,dour,n
472,472,110,dozen,n
473,473,7,dreadzone,musicians
474,474,372,dream,n
475,475,17,dresden,n
476,476,17,drive-in,n
477,477,27,drummer,musicians
478,478,13,drummer_j,musicians
479,479,7,drummers,musicians
480,480,5,drums_vocals,instruments
481,481,19,dubs,genres
482,482,27,duet,performances
483,483,10,duffy,n
484,484,22,duke_ellington,musicians
485,485,10,durham,n
486,486,17,dusseldorf,n
487,487,9,dutch_singer,musicians
488,488,8,dwell,n
489,489,5,dwight_yoakam,performances
490,490,160,dying,n
491,491,317,earl,n
492,492,7,earl_scruggs,musicians
493,493,6,earliest_days,n
494,494,8,east_anglia,n
495,495,22,east_l,n
496,496,7,easton,n
497,497,6,eddie_van_halen,musicians
498,498,7,eddie_vedder,musicians
499,499,594,edit,n
500,500,31,editor,n
501,501,19,educator,n
502,502,6,eindhoven,n
503,503,10,elder_brother,n
504,504,5,electric_guitarist,musicians
505,505,7,electric_piano,instruments
506,506,20,electronic_musician,musicians
507,507,5,electronic_musicians,musicians
508,508,7,element,n
509,509,8,elementary_school,n
510,510,9,elena,n
511,511,17,elias,n
512,512,10,ellington,n
513,513,8,ellis,n
514,514,19,elton_john,musicians
515,515,29,elvis,musicians
516,516,19,elvis_costello,musicians
517,517,12,emily,n
518,518,13,emma,n
519,519,5,emma_kirkby,musicians
520,520,17,emmanuel,n
521,521,27,empty,n
522,522,14,engineer,n
523,523,7,england_conservatory,n
524,524,12,english_musician,musicians
525,525,5,english_singer-songwriter,musicians
526,526,6,englishman,n
527,527,56,enlist,n
528,528,7,ennio_morricone,musicians
529,529,6,enya,musicians
530,530,7,epoch,n
531,531,45,eric_clapton,musicians
532,532,6,eric_johnson,musicians
533,533,5,eric_singer,musicians
534,534,17,ese_music,genres
535,535,6,eurythmics,performances
536,536,19,evans,n
537,537,6,evanston,n
538,538,7,everly_brothers,performances
539,539,6,ewan_maccoll,musicians
540,540,44,ex-member,n
541,541,8,ex-wife,n
542,542,7,excellence,n
543,543,15,executive_producer,n
544,544,7,exeter,n
545,545,7,exhaust,n
546,546,14,fairport_convention,musicians
547,547,5,family_name,n
548,548,20,famous_song,n
549,549,5,fast_friends,musicians
550,550,13,fateh_ali_khan,musicians
551,551,7,father's_death,n
552,552,17,fats_waller,musicians
553,553,6,featured_soloist,musicians
554,554,9,featured_vocalist,musicians
555,555,11,featuring_vocals,instruments
556,556,9,feist,n
557,557,5,felix_mendelssohn,musicians
558,558,10,fernando,n
559,559,5,fifa_world_cup,n
560,560,20,fifth,n
561,561,6,fillmore_west,musicians
562,562,8,film's_soundtrack,musicians
563,563,28,film_score,musicians
564,564,19,film_soundtrack,musicians
565,565,19,filmmaker,n
566,566,5,final_product,n
567,567,5,final_touches,n
568,568,9,fine_art,n
569,569,8,fingerstyle_guitar,genres
570,570,6,finnish_rock_band,musicians
571,571,12,fishbone,musicians
572,572,152,five,n
573,573,5,flapping,n
574,574,8,flautist,n
575,575,20,flea,n
576,576,30,fleetwood_mac,musicians
577,577,5,flint,n
578,578,44,florence,n
579,579,7,flute,instruments
580,580,7,focal_point,n
581,581,24,foley,n
582,582,10,folk_club,musicians
583,583,7,folk_musicians,musicians
584,584,5,following_artists,musicians
585,585,13,fondness,n
586,586,8,font,n
587,587,21,foray,n
588,588,11,foreigner,n
589,589,13,foreword,n
590,590,13,formative_years,n
591,591,133,forme,n
592,592,959,forming,n
593,593,12,founder,n
594,594,6,founder_members,n
595,595,5,founding,n
596,596,134,founding_member,n
597,597,10,fourth,n
598,598,5,franc,n
599,599,190,francisco,n
600,600,6,francois,n
601,601,22,frank_sinatra,musicians
602,602,28,frankfurt,n
603,603,21,fred,n
604,604,6,fred_anderson,n
605,605,15,freddie,genres
606,606,5,freddie_king,musicians
607,607,5,fredrik,n
608,608,17,freeman,n
609,609,5,french_horn,instruments
610,610,14,french_singer,musicians
611,611,13,fronts,n
612,612,8,frontwoman,n
613,613,14,frost,n
614,614,5,fucked_up,n
615,615,7,fugu,n
616,616,8,full-time,n
617,617,5,future_member,n
618,618,12,garfunkel,n
619,619,9,gary_burton,musicians
620,620,5,gary_moore,musicians
621,621,7,gary_usher,musicians
622,622,18,gavin,n
623,623,5,gavin_bryars,musicians
624,624,6,gene_autry,performances
625,625,10,george_gershwin,musicians
626,626,5,george_russell,musicians
627,627,5,george_thomas,n
628,628,7,george_thorogood,musicians
629,629,94,georgia,n
630,630,7,georgie_fame,musicians
631,631,857,german,n
632,632,7,german_electronic_musician,musicians
633,633,5,german_musician,musicians
634,634,1638,gether,n
635,635,11,ghent,n
636,636,6,gibbs,n
637,637,8,gibson_les_paul,instruments
638,638,39,gigging,n
639,639,6,gilberto_gil,musicians
640,640,6,giles,n
641,641,8,gimmick,n
642,642,6,glendale,n
643,643,41,glenn,n
644,644,23,glenn_miller,musicians
645,645,8,god_bless_america,n
646,646,14,godfather,n
647,647,5,gonzales,n
648,648,25,gordon,n
649,649,7,gordy,n
650,650,5,gospel_artists,musicians
651,651,5,gospel_song,genres
652,652,27,gothenburg,n
653,653,20,graham,n
654,654,103,grand,n
655,655,7,grand_ole_opry,performances
656,656,8,grand_prize,n
657,657,18,grandson,n
658,658,5,grape,n
659,659,7,graves,n
660,660,32,gray,n
661,661,9,grayson,n
662,662,5,great-grandfather,n
663,663,6,greatest_guitarists,n
664,664,33,green,n
665,665,12,greenville,n
666,666,12,greenwich_village,n
667,667,9,greet,n
668,668,5,group's_members,n
669,669,43,group_consis,n
670,670,5,group_member,n
671,671,17,group_members,n
672,672,8,group_work,n
673,673,23,grove_dictionary,n
674,674,9,grove_music_online,n
675,675,119,guest,n
676,676,10,guest_artists,musicians
677,677,24,guest_musicians,musicians
678,678,7,guillermo,n
679,679,9,guitar_duties,n
680,680,63,guitar_play,performances
681,681,12,guitar_player,musicians
682,682,5,guitar_skills,performances
683,683,908,guitarist,musicians
684,684,16,guitarist/vocalist,musicians
685,685,15,guitarist_j,n
686,686,8,guitarist_michael,musicians
687,687,9,guitarist_steve,musicians
688,688,8,guru,n
689,689,7,gustav_mahler,musicians
690,690,222,guthrie,n
691,691,5,guy_clark,musicians
692,692,5,gwen,n
693,693,10,gyorgy_ligeti,musicians
694,694,5,hafez,n
695,695,65,hamburg,n
696,696,5,handy,n
697,697,5,hanna,n
698,698,17,harlem,n
699,699,6,harmonia_mundi,albums
700,700,7,harmonica,instruments
701,701,14,harmonica_player,musicians
702,702,8,harpist,musicians
703,703,101,harrison,n
704,704,8,harvard_university_press,n
705,705,42,hawaii,n
706,706,7,haydn,n
707,707,7,hayes,n
708,708,5,hayward,n
709,709,6,heartbreakers,n
710,710,6,heartfelt_lyrics,n
711,711,5,heather,albums
712,712,7,helena,n
713,713,37,helsinki,n
714,714,36,hendrix,n
715,715,7,henry_mancini,musicians
716,716,6,herb_alpert,musicians
717,717,17,herbie_hancock,musicians
718,718,5,heritage_festival,n
719,719,6,herve,n
720,720,106,hire,n
721,721,7,hochschule_fur,n
722,722,5,holler,n
723,723,5,holly_near,musicians
724,724,13,holm,n
725,725,6,homage,n
726,726,6,home_recording,genres
727,727,24,home_town,n
728,728,5,honeymoon_killers,musicians
729,729,7,honolulu,n
730,730,6,hoodoo_gurus,musicians
731,731,12,hora,n
732,732,6,horace_silver,musicians
733,733,12,horizon,n
734,734,13,horn_section,performances
735,735,8,house_parties,n
736,736,67,houston,n
737,737,19,howlin_wolf,musicians
738,738,14,hughes,n
739,739,74,hungary,n
740,740,68,husband,n
741,741,7,hyde,n
742,742,72,iami,n
743,743,951,ians,n
744,744,38,iceland,n
745,745,48,icing,n
746,746,6,idaho,n
747,747,10,igor_stravinsky,musicians
748,748,96,illinois,n
749,749,28,imdb,n
750,750,14,improviser,performances
751,751,6,improvisers,performances
752,752,80,incarnation,n
753,753,2287,including,n
754,754,9,incognito,n
755,755,5,indian_musicians,musicians
756,756,5,indian_ocean,n
757,757,8,indiana_university_press,n
758,758,17,indianapolis,n
759,759,9,indigo_girls,performances
760,760,87,initial,n
761,761,29,interest,n
762,762,7,international_reputation,n
763,763,31,interview,n
764,764,330,invite,n
765,765,21,iran,n
766,766,20,irvine,n
767,767,9,isaac_hayes,musicians
768,768,577,isbn,n
769,769,8,ish_singer,n
770,770,8,isolde,n
771,771,36,istanbul,n
772,772,10,italian_composer,musicians
773,773,30,itching,n
774,774,7,jack_dejohnette,musicians
775,775,8,jack_johnson,musicians
776,776,5,jackie,n
777,777,12,jacky,n
778,778,5,jaco,n
779,779,10,jacobs,n
780,780,124,james,n
781,781,5,james_baker,n
782,782,6,james_moody,musicians
783,783,10,janet_jackson,musicians
784,784,9,janis_joplin,musicians
785,785,12,japanese_composer,musicians
786,786,5,japanese_musicians,musicians
787,787,8,jarvis_cocker,musicians
788,788,5,jason_mraz,musicians
789,789,6,jazz_festivals,performances
790,790,5,jazz_groups,musicians
791,791,7,jazz_guitarist,musicians
792,792,15,jazz_musician,musicians
793,793,16,jazz_musicians,musicians
794,794,13,jazz_pianist,musicians
795,795,18,jazz_standard,n
796,796,7,jazz_world,n
797,797,5,jazzmen,musicians
798,798,28,jeff_beck,musicians
799,799,7,jelly_roll_morton,genres
800,800,20,jennifer,n
801,801,35,jeremy,n
802,802,8,jerry_garcia,musicians
803,803,92,jersey,n
804,804,21,jethro_tull,n
805,805,11,jett,n
806,806,59,jimi_hendrix,musicians
807,807,10,jimmy_buffett,musicians
808,808,20,jimmy_page,musicians
809,809,5,jimmy_smith,musicians
810,810,5,joakim,n
811,811,14,joan_baez,musicians
812,812,11,joan_jett,musicians
813,813,9,joe_cocker,musicians
814,814,6,joe_gibbs,n
815,815,5,joe_strummer,musicians
816,816,8,joe_turner,musicians
817,817,5,joe_walsh,musicians
818,818,18,joel,n
819,819,5,joel_harrison,musicians
820,820,10,johann_sebastian_bach,musicians
821,821,9,johannes,n
822,822,11,johansson,n
823,823,8,john,n
824,824,19,john_coltrane,musicians
825,825,16,john_doe,musicians
826,826,7,john_entwistle,musicians
827,827,5,john_f,n
828,828,11,john_frusciante,musicians
829,829,6,john_gay,n
830,830,6,john_hammond,musicians
831,831,7,john_legend,musicians
832,832,7,john_martyn,musicians
833,833,15,john_mayer,n
834,834,12,john_mclaughlin,musicians
835,835,5,john_mellencamp,musicians
836,836,9,john_paul_jones,n
837,837,28,john_peel,musicians
838,838,5,john_petrucci,musicians
839,839,8,john_renbourn,musicians
840,840,9,john_scofield,musicians
841,841,5,john_tyrrell,performances
842,842,7,john_williams,musicians
843,843,27,johnny_cash,musicians
844,844,8,johnny_mathis,musicians
845,845,5,johnny_otis,musicians
846,846,9,johnny_thunders,musicians
847,847,113,johnson,n
848,848,1417,join,n
849,849,12,join_forces,n
850,850,5,jon_hiseman,musicians
851,851,18,joni_mitchell,n
852,852,5,jose,n
853,853,6,jose_feliciano,musicians
854,854,84,joseph,n
855,855,5,josh_white,musicians
856,856,22,journal,n
857,857,41,joys,n
858,858,7,judy_garland,musicians
859,859,10,jukebox,instruments
860,860,12,julian,n
861,861,18,junior,n
862,862,8,junior_wells,musicians
863,863,5,kane,n
864,864,6,kanon,genres
865,865,5,kapellmeister,n
866,866,14,karl,n
867,867,6,kashmir,n
868,868,5,kath,n
869,869,6,kathleen,albums
870,870,7,kaufman,n
871,871,5,keith_jarrett,musicians
872,872,9,keith_richards,musicians
873,873,5,keith_urban,musicians
874,874,39,kelly,n
875,875,8,kelly_clarkson,musicians
876,876,5,kenny_clarke,musicians
877,877,7,kenny_dorham,musicians
878,878,8,kenny_wheeler,musicians
879,879,31,kent,n
880,880,40,kentucky,n
881,881,5,kevin_dempsey,n
882,882,6,kexp,n
883,883,13,keyboardist,musicians
884,884,22,khan,n
885,885,5,kim_thayil,musicians
886,886,5,kingsbury,n
887,887,35,kingston,n
888,888,13,kiss,n
889,889,8,klaus,n
890,890,11,knight,n
891,891,7,kosovo,n
892,892,25,kramer,n
893,893,8,krishna,n
894,894,5,kristina,n
895,895,8,kronos_quartet,performances
896,896,50,kuhn,n
897,897,8,kurt_weill,musicians
898,898,17,kyoto,n
899,899,12,lama,n
900,900,9,lampoon,n
901,901,11,lancashire,n
902,902,11,lancaster,n
903,903,6,lang,n
904,904,38,larry,n
905,905,5,lasso,n
906,906,4091,late,n
907,907,5,late_may,n
908,908,10,late_teens,n
909,909,5,laurent,n
910,910,6,laurie_anderson,musicians
911,911,10,lausanne,n
912,912,6,law_school,n
913,913,417,layer,n
914,914,605,lays,n
915,915,10,lead_belly,musicians
916,916,14,lead_guita,musicians
917,917,15,lead_singer,musicians
918,918,91,led_zeppelin,musicians
919,919,7,lee_konitz,musicians
920,920,39,legacy,n
921,921,52,legendary,n
922,922,12,legends,n
923,923,10,lemmy,musicians
924,924,9,leningrad,n
925,925,8,leo_kottke,musicians
926,926,7,leon_russell,musicians
927,927,20,leonard,n
928,928,14,leonard_bernstein,musicians
929,929,8,les_paul,genres
930,930,7,leuven,n
931,931,6,licks,n
932,932,8,liege,n
933,933,5,life_story,n
934,934,6,lighthouse,n
935,935,9,lightnin_hopkins,musicians
936,936,7,lilith,n
937,937,24,linda,n
938,938,7,line-up,n
939,939,5,lineup_change,n
940,940,9,lita_ford,musicians
941,941,6,little_is_know,n
942,942,10,little_richard,musicians
943,943,7,live_debut,performances
944,944,6,live_reputation,n
945,945,6,live_sessions,n
946,946,27,live_set,n
947,947,40,local_band,musicians
948,948,17,local_clubs,n
949,949,14,local_musicians,musicians
950,950,5,local_parties,n
951,951,8,local_shows,performances
952,952,10,logan,n
953,953,6,london_sinfonietta,musicians
954,954,5,long-running,n
955,955,21,long_beach,n
956,956,7,long_john_baldry,musicians
957,957,7,longtime_collaborator,n
958,958,6,lonnie_johnson,musicians
959,959,18,lorenzo,n
960,960,419,los_angeles,n
961,961,5,los_angeles_philharmonic,musicians
962,962,16,louie,n
963,963,57,louis,n
964,964,48,louisiana,n
965,965,21,louisville,n
966,966,9,lucie,n
967,967,17,luis,n
968,968,26,lullaby,genres
969,969,7,lully,n
970,970,11,luminary,n
971,971,8,luther_vandross,musicians
972,972,5,lviv,n
973,973,9,lyle_lovett,performances
974,974,6,lyons,n
975,975,45,lyricist,musicians
976,976,6,lyricists,musicians
977,977,8,macmillan,n
978,978,5,macmillan_publishers_ltd,n
979,979,5,macon,n
980,980,69,maga,n
981,981,16,maggie,n
982,982,8,magician,n
983,983,7,magnus_lindberg,musicians
984,984,22,main,n
985,985,8,main_member,n
986,986,10,main_songwriter,musicians
987,987,7,main_vocal,instruments
988,988,17,maine,n
989,989,12,mainstay,n
990,990,6,mainstream_media,n
991,991,6,mainz,n
